ID,3.5mm jack,Battery,Clock Speed,Card slot,GPS Support,GPU,Internal Storage,NFC,Name,OS,Price,Primary Camera,Resolution,SIM,Secondary Camera,Sensors,Weight
2084,Yes,1650,Dual-core 1.2 GHz,"microSD, up to 64 GB (dedicated slot)",Yes,Broadcom VideoCore IV,"8 GB, 1 GB RAM",Yes,Samsung I9105 Galaxy S II Plus,"Android 4.1.2 (Jelly Bean), upgradable to 4.2.2 (Jelly Bean)",About 210 EUR,"8 MP (f/2.6, 1/3.2""), autofocus, LED flash, check quality","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Mini-SIM,2 MP,"Accelerometer, gyro, proximity, compass",121 g (4.27 oz)
2085,Yes,3050,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.3 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 405,"32 GB, 2 GB RAM",Yes,Samsung Galaxy A8,"Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow)",About 250 EUR,"16 MP (f/1.9, 31mm), autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Nano-SIM,"5 MP (f/1.9, 23mm), 1080p","Fingerprint (front-mounted), accelerometer, proximity, compass",151 g (5.33 oz)
2086,No,650,,No,No,,,,alcatel OT-E252,,,,102 x 80 pixels,Mini-SIM,,,76 g (2.68 oz)
2087,No,,,"microSD, up to 4 GB (dedicated slot)",No,,50 MB,,Samsung A737,,About 80 EUR,1.3 MP,176 x 220 pixels (~141 ppi density),Mini-SIM,No,,90 g (3.17 oz)
2088,Yes,1750,Dual-core 1.2 GHz,"microSD, up to 32 GB (dedicated slot)",Yes,PowerVR SGX540,"4 GB, 1 GB RAM",,Motorola RAZR V XT885,Android 4.0.4 (Ice Cream Sandwich),About 210 EUR,"8 MP, autofocus, LED flash","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Mini-SIM,VGA,"Accelerometer, proximity, compass",125 g (4.41 oz)
2089,Yes,1400,1.0 GHz Cortex-A8,"microSD, up to 32 GB (dedicated slot), 8 GB included",Yes,PowerVR SGX530,8 GB; 512 MB RAM,,Motorola MILESTONE 2,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",About 170 EUR,"5 MP, autofocus, dual-LED flash, check quality","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Mini-SIM,No,"Accelerometer, proximity, compass",169 g (5.96 oz)
2090,Yes,1350,832 MHz,"microSD, up to 32 GB (dedicated slot)",Yes,VideoCore IV,158 MB,,Samsung Galaxy Ace S5830I,Android 2.2 (Froyo),About 70 EUR,"5 MP, autofocus, LED flash","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Mini-SIM,No,"Accelerometer, proximity, compass",113 g (3.99 oz)
2091,No,760,,"microSD, up to 2 GB (dedicated slot)",No,,5 MB,,Nokia 5200,,About 80 EUR,VGA,128 x 160 pixels (~102 ppi density),Mini-SIM,No,,104 g (3.67 oz)
2092,Yes,1620,Dual-core 1.5 GHz Scorpion,"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 220,"16 GB, 1 GB RAM",,HTC Velocity 4G Vodafone,Android 2.3,About 160 EUR,"8 MP, autofocus, dual-LED flash","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Mini-SIM,"1.3 MP, 720p","Accelerometer, gyro, proximity, compass",163.8 g (5.75 oz)
2093,Yes,910,,microSD (dedicated slot),No,,"128 MB ROM, 64 MB RAM",,Motorola EX122,,About 80 EUR,3.15 MP,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",Mini-SIM,No,,97 g (3.42 oz)
2094,Yes,1200,,"microSD, up to 16 GB (dedicated slot)",Yes,,100 MB,,Samsung S5750 Wave575,bada OS,About 120 EUR,3.15 MP,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",Mini-SIM,No,Accelerometer,100 g (3.53 oz)
2095,Yes,3300,Octa-core 2.0 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 506,"32 GB, 3 GB RAM",,Samsung Galaxy On7 ,Android 6.0.1 (Marshmallow),About 200 EUR,"13 MP, f/1.9, autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Dual SIM,"8 MP, f/1.9","Fingerprint (front-mounted), accelerometer, proximity",167 g (5.89 oz)
2096,Yes,1420,600 MHz ARM 11,"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 200,"512 MB, 256 MB RAM",,Motorola MOTO XT316,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",About 50 EUR,3.15 MP,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Mini-SIM,No,"Accelerometer, proximity, compass",110 g (3.88 oz)
2097,No,1000,,No,No,,1.5 MB,,Samsung T119,,About 40 EUR,,"128 x 128 pixels, 1:1 ratio (~111 ppi density)",Mini-SIM,,,83 g (2.93 oz)
2098,No,1000,,"microSD, up to 16 GB",No,,,,Celkon C340,,,Yes,128 x 160 pixels (~114 ppi density),Dual SIM,No,,-
2099,Yes,2000,Quad-core 1.2 GHz Cortex-A5,"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 203,"4 GB, 1 GB RAM",,BLU Studio 5.0 S,Android 4.1.2 (Jelly Bean),About 130 EUR,"8 MP, autofocus, dual-LED flash","540 x 960 pixels, 16:9 ratio (~220 ppi density)","Dual SIM (Mini-SIM, dual stand-by)",2 MP,"Accelerometer, gyro, proximity, compass",170 g (6.00 oz)
2100,,2000,,"microSD, up to 8 GB (dedicated slot)",No,,,,Celkon C2000,,About 40 EUR,1.3 MP,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Dual SIM (Mini-SIM),No,,143 g (5.04 oz)
2101,No,1000,,No,Yes,,"24 MB, 16 MB RAM, 64 MB ROM",,Samsung U320 Haven,,About 90 EUR,,176 x 220 pixels (~128 ppi density),Mini-SIM,,,99 g (3.49 oz)
2102,No,700,,microSD (dedicated slot),No,,20 MB,,Motorola KRZR K1,,About 110 EUR,2 MP,176 x 220 pixels (~148 ppi density),Mini-SIM,No,,102 g (3.60 oz)
2103,No,,,microSD (dedicated slot),No,,28 MB,,Samsung V820L,,,"2 MP, autofocus, LED flash","240 x 320 pixels, 4:3 ratio (~154 ppi density)",Mini-SIM,Yes,,103 g (3.63 oz)
2104,Yes,3000,Dual-core 1.3 GHz,"microSD, up to 64 GB (dedicated slot)",Yes,Mali-400,"8 GB, 1 GB RAM",,BLU Studio 7.0,Android 4.4.2 (KitKat),About 130 EUR,"5 MP, autofocus, LED flash","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Mini-SIM,2 MP,"Accelerometer, proximity",299 g (10.55 oz)
2105,Yes,2600,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53) - A700FDOcta-core (4x1.8 Cortex-A15 GHz & 4x1.3 Cortex-A7 GHz) - A700F,"microSD, up to 64 GB (dedicated slot)",Yes,Adreno 405 - A700FDMali-T628 MP6 - A700F,"16 GB, 2 GB RAM",Yes,Samsung Galaxy A7,"Android 4.4.4 (KitKat), upgradable to 5.0.2 (Lollipop)",About 300 EUR,"13 MP (f/2.0, 28mm), autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Nano-SIM,"5 MP (f/2.2, 23mm), 1080p","Accelerometer, proximity, compass",141 g (4.97 oz)
2106,No,,500 MHz Samsung,miniSD,Yes,,"64 MB RAM, 256 MB ROM",,HTC P3600i,Microsoft Windows Mobile 6.0 Professional,About 230 EUR,2 MP,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Mini-SIM,VGA videocall camera,,150 g (5.29 oz)
2107,Yes,1500,Dual-core 1.0 GHz Cortex-A5,"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 203,"4 GB, 512 MB RAM",,Nokia X,Android 4.1.2 (Jelly Bean),About 100 EUR,"3.15 MP (1/5""), check quality","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",No,"Accelerometer, proximity",128.7 g (4.52 oz)
2108,Yes,2600,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T720,"8 GB, 1.5 GB RAM",,Samsung Galaxy On5,Android 5.1 (Lollipop)Android 6.0 (Marshmallow) - T-Mobile,About 140 EUR,"8 MP, f/2.2, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~288 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, f/2.2","Accelerometer, proximity",149 g (5.26 oz)
2109,No,810,,No,No,,,,Motorola V872,,,VGA,128 x 160 pixels,Mini-SIM,No,,90 g (3.17 oz)
2110,No,700,,No,No,,,,alcatel OT 311,,,,"96 x 65 pixels, 6 lines, 3:2 ratio",Mini-SIM,,,99 g (3.49 oz)
2111,No,800,,microSD (dedicated slot),No,,80 MB,,Samsung E790,,About 80 EUR,2 MP,176 x 220 pixels (~128 ppi density),Mini-SIM,No,,82 g (2.89 oz)
2112,No,500,78 MHz,No,No,,,,alcatel OT-228,,About 20 EUR,,"128 x 128 pixels, 1:1 ratio (~125 ppi density)",Mini-SIM,,,63 g (2.22 oz)
2113,No,1100,,"microSD, up to 8 GB",No,,,,Celkon C6 Star,,,1.3 MP,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Dual SIM,No,,-
2114,Yes,1500,1.0 GHz Cortex-A8,"microSD, up to 32 GB (dedicated slot), 2 GB included",Yes,PowerVR SGX540,2 GB,,Samsung S8530 Wave II,bada 1.2,About 120 EUR,"5 MP, autofocus, LED flash, check quality","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Mini-SIM,Yes,"Accelerometer, proximity, compass",135 g (4.76 oz)
2115,Yes,2500,Quad-core 1.3 GHz Cortex-A53,"microSD, up to 32 GB",Yes,Mali-T720MP2,"16 GB, 3 GB RAM",,Micromax Canvas Mega 4G Q417,Android 5.1 (Lollipop),About 150 EUR,"13 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by)",5 MP,"Accelerometer, proximity",145 g (5.11 oz)
2116,No,820,,No,No,,10 MB,,Motorola L6,,About 70 EUR,VGA,128 x 160 pixels (~102 ppi density),Mini-SIM,No,,86 g (3.03 oz)
2117,Yes,,,"microSD, up to 32 GB (dedicated slot)",No,,64 MB,,Nokia 3310 3G,,About 70 EUR,"2 MP, LED flash","240 x 320 pixels, 4:3 ratio (~167 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",No,,88.2 (DS)/ 84.9 (SS) (3.10 oz)
2118,Yes,2500,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 64 GB",Yes,Mali-400MP2,"8 GB, 1 GB RAM",,BLU Studio Mega,Android 7.0 (Nougat),,"8 MP (1/4""), autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~245 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, LED flash","Accelerometer, proximity",196 g (6.91 oz)
2119,Yes,950,264 MHz Dual ARM 9,"microSD, up to 32 GB (dedicated slot)",Yes,,"16 GB, 128 MB RAM",,Nokia N96,"Symbian OS 9.3, S60 rel. 3.2",About 220 EUR,"5 MP, Carl Zeiss optics, autofocus, LED flash","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Mini-SIM,VGA videocall camera,Accelerometer,125 g (4.41 oz)
2120,Yes,1230,1.0 GHz Scorpion,No,Yes,Adreno 200,"8 GB (Europe) / 16 GB (Asia), 512 MB ROM, 576 MB RAM",,HTC HD7,Microsoft Windows Phone 7,About 120 EUR,"5 MP, autofocus, dual-LED flash, check quality","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Mini-SIM,No,"Accelerometer, proximity, compass",162 g (5.71 oz)
2121,Yes,2000,Quad-core 1.6 GHz,"microSD, up to 64 GB (dedicated slot)",Yes,,"8 GB (2.8 GB user available), 2 GB RAM",Yes,Samsung Galaxy Camera 2 GC200,Android 4.3 (Jelly Bean),About 330 EUR,"16.3 MP (1/2.3""), autofocus, 21x optical zoom, OIS, pop-up Xenon flash, AF light","720 x 1280 pixels, 16:9 ratio (~306 ppi density)",No,No,"Accelerometer, gyro, compass",283 g (9.98 oz)
2122,No,1000,,No,No,,,,Nokia 8855,,,,5 lines,Mini-SIM,,,98 g (3.46 oz)
2123,No,,,"microSD, up to 16 GB (dedicated slot)",Yes,,130 MB,,Samsung S7550 Blue Earth,,About 110 EUR,3.15 MP,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",Mini-SIM,Yes,Accelerometer,119 g (4.20 oz)
2124,Yes,5000,Quad-core 1.3 GHz Cortex-A53,"microSD, up to 128 GB (dedicated slot)",Yes,Mali-T720,"16/32 GB, 3 GB RAM",Yes,Motorola Moto E4 Plus,Android 7.1.1 (Nougat),About 140 EUR,"13 MP (f/2.0, 1.12 Âµm), autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","5 MP (f/2.2, 1.4 Âµm), LED flash","Fingerprint (front-mounted, region dependent), accelerometer, proximity",198 g (6.98 oz)
2125,Yes,1050,,"microSD, up to 8 GB (dedicated slot)",No,,"128 MB ROM, 64 MB RAM",,BLU Electro,,About 40 EUR,1.3 MP,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",Mini-SIM,No,,68 g (2.40 oz)
2126,Yes,880,,microSD (dedicated slot),No,,130 MB,,Samsung F490,,About 150 EUR,"5 MP, autofocus, LED flash",240 x 432 pixels (~150 ppi density),Mini-SIM,Videocall camera,,102 g (3.60 oz)
2127,Yes,1270,600 MHz ARM 11,"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 200,"512 MB, 256 MB RAM",,Motorola Quench XT3 XT502,Android 1.6 (Donut),About 170 EUR,"3.15 MP, LED flash","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Mini-SIM,No,"Accelerometer, proximity, compass",114 g (4.02 oz)
2128,Yes,2000,Quad-core 1.2 GHz,"microSD, up to 32 GB",Yes,Mali-400,"4 GB, 512 MB RAM",,Celkon Q519,Android 4.4.2 (KitKat),,"5 MP, LED flash","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Dual SIM,2 MP,Accelerometer,169 g (5.96 oz)
2129,Yes,1850,Dual-core 1.2 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-400,"4 GB, 512 MB RAM",,Samsung Galaxy J1,Android 4.4.4 (KitKat),About 110 EUR,"5 MP (f/2.2, 31mm), autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",2 MP,"Accelerometer, proximity",122 g (4.30 oz)
2130,Yes,1750,Dual-core 1.2 GHz Cortex-A9,No,Yes,PowerVR SGX540,"16 GB, 1 GB RAM",Yes,Samsung Galaxy Nexus I9250,"Android OS 4.0 (Ice Cream Sandwich), upgradable to 4.3 (Jelly Bean)",About 180 EUR,"5 MP, autofocus, LED flash, check quality","720 x 1280 pixels, 16:9 ratio (~316 ppi density)",Mini-SIM,"1.3 MP, 720p@30fps","Accelerometer, gyro, proximity, compass, barometer",135 g (4.76 oz)
2131,No,760,,No,No,,,,Nokia 7260,,,VGA,"128 x 128 pixels, 1:1 ratio (~113 ppi density)",Mini-SIM,No,,92 g (3.25 oz)
2132,Yes,1800,Dual-core 1.0 GHz Cortex-A5,"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 203,"4 GB, 1 GB RAM",,HTC Desire L,Android 4.1.2 (Jelly Bean),,"5 MP, autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Micro-SIM,No,"Accelerometer, proximity",118 g (4.16 oz)
2133,No,800,,microSD (dedicated slot),No,,5 MB,,Samsung M610,,About 60 EUR,VGA,128 x 160 pixels (~116 ppi density),Mini-SIM,No,,90 g (3.17 oz)
2134,Yes,3760,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 430,"32/64 GB, 3 GB RAM",Yes,Motorola Droid Turbo 2,"Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",About 330 EUR,"21 MP, f/2.0, phase detection autofocus, dual-LED dual-tone flash","1440 x 2560 pixels, 16:9 ratio (~540 ppi density)",Nano-SIM,"5 MP, f/2.0, LED flash","Accelerometer, gyro, proximity, compass",170.1 g (6.00 oz)
2135,Yes,750,,"microSD, up to 32 GB (dedicated slot), 2 GB included",No,,50 MB,,Motorola MOTOKEY Mini EX108,,About 60 EUR,2 MP,220 x 176 pixels (~141 ppi density),Mini-SIM,No,,87 g (3.07 oz)
2136,No,800,,"microSD, up to 8 GB (dedicated slot)",No,,50 MB,,Samsung A637,,About 80 EUR,1.3 MP,144 x 176 pixels (~120 ppi density),Mini-SIM,No,,92 g (3.25 oz)
2137,Yes,1110,,"microSD, up to 32 GB (dedicated slot)",No,,64 MB,,Nokia 206,,About 70 EUR,1.3 MP,"240 x 320 pixels, 4:3 ratio (~167 ppi density)","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",No,,91 g (3.21 oz)
2138,Yes,1500,1.2 GHz dual-core Cortex-A9,"microSD, up to 32 GB (dedicated slot)",Yes,,"8/16 GB, 1 GB RAM",Yes,Samsung I8200 Galaxy S III mini VE,Android 4.2.2 (Jelly Bean),About 180 EUR,"5 MP, autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Mini-SIM,VGA,"Accelerometer, gyro, proximity, compass",112 g (3.95 oz)
2139,Yes,3300,Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T880MP2,"32 GB, 4 GB RAM",,Samsung Galaxy J7 Max,Android 7.0 (Nougat),About 250 EUR,"13 MP, f/1.7, autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",179 g (6.31 oz)
2140,Yes,750,,"microSD, up to 8 GB (dedicated slot)",No,,16 MB,,alcatel 2012,,About 50 EUR,3.15 MP,"240 x 320 pixels, 4:3 ratio (~143 ppi density)","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",No,,98 g (3.46 oz)
2141,No,800,,"microSD, up to 8 GB (dedicated slot)",No,,13 MB,,Samsung E2550 Monte Slider,,About 80 EUR,1.3 MP,128 x 160 pixels (~102 ppi density),Mini-SIM,No,,87.7 g (3.07 oz)
2142,Yes,1020,,"microSD, up to 4 GB (dedicated slot), 1 GB included",No,,13 MB,,Nokia 3208c,,,2 MP,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Mini-SIM,No,,90 g (3.17 oz)
2143,Yes,1350,528 MHz ARM 11,"microSD, up to 16 GB (dedicated slot), 8 GB included",Yes,Adreno 130,"288 MB RAM, 512 MB ROM",,HTC Touch HD,Microsoft Windows Mobile 6.1 Professional,About 290 EUR,"5 MP, autofocus","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Mini-SIM,VGA videocall camera,"Accelerometer, proximity",146 g (5.15 oz)
2144,Yes,1800,Dual-core 1.5 GHz Krait,"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 225,"8 GB, 1 GB RAM",Yes,Samsung Galaxy S Relay 4G T699,Android 4.0 (Ice Cream Sandwich),About 150 EUR,"5 MP, autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Mini-SIM,1.3MP,"Accelerometer, gyro, proximity, compass",147 g (5.19 oz)
2145,No,800,,microSD (dedicated slot),No,,8 MB,,Samsung J165,,About 70 EUR,1.3 MP,128 x 160 pixels,Mini-SIM,No,,78 g (2.75 oz)
2146,Yes,2500,Quad-core 1.3 GHz Cortex-A53,"microSD, up to 64 GB (dedicated slot)",Yes,Mali-T720,"16 GB, 2 GB RAM or 8 GB, 1 GB RAM",,BLU R1 HD,Android 6.0 (Marshmallow),,"8 MP (f/2.0, 1/4"", 1.12 Âµm), autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, LED flash","Accelerometer, proximity",142 g (5.01 oz)
2147,No,650,,No,No,,,,Motorola WX180,,About 20 EUR,,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",Mini-SIM,,,65 g (2.29 oz)
2148,No,1050,168 MHz ARM925T,"MMC/SD, 32 MB SD included",Yes,,12 MB,,Motorola A925,"Symbian 7.0, UIQ 2.0",,VGA,"208 x 320 pixels, 3:2 ratio",Mini-SIM,Yes,,210 g (7.41 oz)
2149,,960,,microSD (dedicated slot),No,,80 MB,,Samsung C3730C,,About 80 EUR,1.3 MP,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",Mini-SIM,No,,99.5 g (3.49 oz)
2150,Yes,3000,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"microSD, up to 32 GB (uses SIM 2 slot)",Yes,Mali-T860MP2,"32 GB, 3 GB RAM",,Micromax Evok Dual Note E4815,Android 7.0 (Nougat),About 10000 INR,"Dual: 13 MP, autofocus + 5 MP (no AF), dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)",5 MP,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",-
2151,No,850,,No,No,,,,Nokia 6108,,,,"128 x 128 pixels, 8 lines, 1:1 ratio",Mini-SIM,,,98 g (3.46 oz)
2152,Yes,5000,Octa-core 1.3 GHz,"microSD, up to 64 GB",Yes,Mali-T720,"32 GB, 3 GB RAM",,BLU Life One X3,Android 7.0 (Nougat),,"13 MP (1/3"", 1.12 Âµm), LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","13 MP, LED flash","Fingerprint (rear-mounted), accelerometer, proximity",182 g (6.42 oz)
2153,Yes,4000,1.5 GHz,"microSD, up to 32 GB (dedicated slot)",Yes,,"32 GB, 1 GB RAM",,HTC EVO View 4G ,Android 2.4 (Gingerbread),About 220 EUR,"5 MP, autofocus","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Mini-SIM,1.3 MP,"Accelerometer, proximity, compass",425 g (14.99 oz)
2154,No,500,78 MHz,No,No,,,,alcatel OT-117,,,,"96 x 64 pixels, 3:2 ratio (~87 ppi density)",Mini-SIM,,,61 g (2.15 oz)
2155,No,1000,,No,No,,50 MB,,Samsung ZV10,,,VGA,176 x 220 pixels,Mini-SIM,Yes,,105 g (3.70 oz)
2156,Yes,1500,Dual-core 1.2 GHz,"microSD, up to 32 GB (dedicated slot)",No,,"512 MB, 256 MB RAM",,Celkon A63,Android 4.2.0 (Jelly Bean),About 50 EUR,3.15 MP,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",Dual SIM (Mini-SIM),VGA,"Proximity, gyro",-
2157,Yes,1800,1.2 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)",No,,"4 GB, 512 MB RAM",,Samsung Galaxy Star 2 Plus,Android 4.4.2 (KitKat),About 90 EUR,"3.15 MP, LED flash","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",No,Accelerometer,129 g (4.55 oz)
2158,No,,33 MHz,No,No,,"2 MB, 8 MB RAM",,Motorola Accompli 008,,,,"320 x 240 pixels, 8 lines, 4:3 ratio",Mini-SIM,,,155 g (5.47 oz)
2159,No,380,Dual-core 1.0 GHz,No,Yes,,"4 GB, 768 MB RAM",Yes,Samsung Gear S3 frontier LTE,Tizen-based wearable platform 2.3.2,About 400 EUR,,"360 x 360 pixels, 1:1 ratio (~278 ppi density)",Electronic SIM card (e-SIM),,"Accelerometer, gyro, heart rate, barometer",63 g (2.22 oz)
2160,Yes,1100,528 MHz ARM 11,microSD (dedicated slot),Yes,No,"256 MB RAM, 512 MB",,HTC Tattoo,Android 1.6 (Donut),About 60 EUR,"3.15 MP, check quality","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Mini-SIM,No,"Accelerometer, compass",113 g (3.99 oz)
2161,Yes,1110,1.0 GHz,"microSD, up to 32 GB (dedicated slot)",No,,"140 MB, 256 MB ROM, 128 MB RAM",,Nokia Asha 300,,About 70 EUR,"5 MP, fixed focus, check quality","240 x 320 pixels, 4:3 ratio (~167 ppi density)",Mini-SIM,No,Proximity,85 g (3.00 oz)
2162,Yes,880,,"microSD, up to 16 GB (dedicated slot)",No,,80 MB,,Samsung M6710 Beat DISC,,About 220 EUR,3.15 MP,"240 x 400 pixels, 5:3 ratio (~179 ppi density)",Mini-SIM,Yes,Accelerometer,
2163,Yes,3150,Octa-core 1.3 GHz Cortex-A53,"microSD, up to 64 GB",Yes,Mali-T720MP3,"16 GB, 2 GB RAM",,BLU Vivo XL,"Android 5.1 (Lollipop), planned upgrade to 6.0 (Marshmallow)",,"13 MP, phase detection autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Dual SIM (Micro-SIM, dual stand-by)",5 MP,"Accelerometer, proximity, compass",154 g (5.43 oz)
2164,Yes,940,,"microSD, up to 2 GB (dedicated slot)",No,,,,Motorola EM28,,About 60 EUR,1.3 MP,128 x 160 pixels (~114 ppi density),Mini-SIM,No,,90 g (3.17 oz)
2165,No,950,,No,No,,4 MB,,alcatel OT 756,,,VGA,"128 x 160 pixels, 12 lines",Mini-SIM,No,,92 g (3.25 oz)
2166,No,750,,"microSD, up to 4 GB (dedicated slot)",No,,5 MB,,alcatel OT-708 One Touch MINI,,About 130 EUR,1.3 MP,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Mini-SIM,No,,82 g (2.89 oz)
2167,Yes,2000,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB",Yes,Mali-400MP2,"4/8 GB, 1 GB RAM",,Micromax A106 Unite 2,"Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",About 90 EUR,"5 MP, autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~199 ppi density)",Dual SIM,2 MP,"Accelerometer, proximity",158 g (5.57 oz)
2168,No,600,,No,No,,,,Motorola C230,,,,"96 x 64 pixels, 5 lines, 3:2 ratio",Mini-SIM,,,80 g (2.82 oz)
2169,Yes,850,,"microSD, up to 8 GB (dedicated slot)",No,,,,Celkon C305,,,1.3 MP,186 x 220 pixels (~160 ppi density),Dual SIM (Mini-SIM),No,,73 g (2.57 oz)
2170,Yes,7000,Dual-core 1.2 GHz Cortex-A9,No,Yes,PowerVR SGX540,"16/32/64 GB, 1 GB RAM",,Motorola DROID XYBOARD 10.1 MZ617 ,"Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",About 260 EUR,"5 MP, autofocus, LED flash","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Mini-SIM,1.3 MP,"Accelerometer, gyro, compass, barometer",599 g (1.32 lb)
2171,No,800,,No,No,,4 MB,,Samsung Impact b,,,,128 x 160 pixels (~116 ppi density),Mini-SIM,,,78.5 g (2.82 oz)
2172,Yes,2200,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 64 GB",Yes,Mali-400MP2,"8 GB, 512 MB RAM",,BLU Studio G2,Android 6.0 (Marshmallow),,"5 MP, autofocus, LED flash","480 x 854 pixels, 16:9 ratio (~196 ppi density)","Dual SIM (Micro-SIM, dual stand-by)",5 MP,"Accelerometer, proximity",145 g (5.11 oz)
