,2G bands,3.5mm jack,3G bands,4G bands,Alert types,Announced,Audio Jack,Audio quality,Battery,Battery life,Bluetooth,Bluetooth Support,Browser,Browser,Build,CPU,Camera,Card slot,Chipset,Colors,Dimensions,Display,EDGE,Expandable Storage,Features,GPRS,GPRS Features,GPS,GPS Support,GPU,Instant Message,Internal,Internal Storage,Internet Connectivity,Loudspeaker,Messaging,Multitouch,Music play,NFC,Name,OS,Performance,Price,Primary,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Protection,RAM,Radio,Resolution,SAR,SAR EU,SIM,SMS,Secondary,Secondary Camera Available,Secondary Camera Features,Sensors,Size,Speed,Stand-by,Status,Talk time,Technology,Type,USB,Video,WLAN,Weight,Wi-Fi Version
2349,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 900 / 2100 ,,"Vibration; MP3, WAV ringtones","2014, July",,,Removable Li-Ion 1430 mAh battery (BL-5J),,"4.0, A2DP, LE/ aptX after WP8 Denim update",,HTML5,HTML5,,Quad-core 1.2 GHz Cortex-A7,,"microSD, up to 256 GB (dedicated slot)",Qualcomm Snapdragon 200,"Bright orange, Bright green, White, Dark grey","119.7 x 62.3 x 11.7 mm, 86.8 cc (4.71 x 2.45 x 0.46 in)",,Up to 236.8 kbps,,Geo-tagging,Yes,,"Yes, with A-GPS, GLONASS",,Adreno 302,,"4 GB, 512 MB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,Up to 51 h,,Nokia Lumia 530 Dual SIM,Microsoft Windows Phone 8.1,,About 100 EUR,"5 MP (1/4"")",,,,,,FM Radio,"480 x 854 pixels, 16:9 ratio (~245 ppi density)",0.79 W/kg (head)     1.00 W/kg (body)     ,1.09 W/kg (head)     1.19 W/kg (body)     ,"Dual SIM (Micro-SIM, dual stand-by)",,No,,,Accelerometer,"4.0 inches, 44.1 cm2 (~59.1% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,Up to 528 h,"Available. Released 2014, August",Up to 13 h 20 min (2G) / Up to 10 h (3G),GSM / HSPA,"TFT capacitive touchscreen, 16M colors",microUSB 2.0,480p@30fps,"Wi-Fi 802.11 b/g/n, hotspot",129 g (4.55 oz),
2350,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 850 / 900 / 1900 / 2100 , LTE,"Vibration; MP3, WAV ringtones","Exp. announcement 2015, Q3",,,Non-removable Li-Po 3000 mAh battery,,"4.1, A2DP, LE, aptX",,HTML5,HTML5,,Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),,To be confirmed,Exynos 7420 Octa,"White Pearl, Black Sapphire",-,,Yes,,"Geo-tagging, touch focus, face detection, Auto HDR, panorama",Yes,,"Yes, with A-GPS, GLONASS, BDS",,Mali-T760MP8,,"32 GB, 4 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,Yes,Samsung Galaxy S6 Plus,Android 5.0.2 (Lollipop),,,"16 MP (f/1.9, 28mm, 1/2.6"", 1.12 Âµm), OIS, autofocus, LED flash",,,,To be confirmed,,No,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,,Nano-SIM,,"5 MP (f/1.9, 22mm), 1440p@30fps, dual video call, Auto HDR",,,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","5.5 inches, 83.4 cm2","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps",,Cancelled,,GSM / HSPA / LTE,"Super AMOLED capacitive touchscreen, 16M colors","microUSB 2.0, USB Host",2160p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",-,
2351,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,,,"Vibration; MP3, WAV ringtones","2013, March. Released 2013, March",,,Li-Ion 1400 mAh battery,,Yes,,Yes,Yes,,1.0 GHz Cortex-A9,,"microSD, up to 32 GB (dedicated slot)",Mediatek MT6515M,"Black, White",-,,Yes,,,Yes,,No,,PowerVR SGX531,,"512 MB, 512 MB RAM",,,,"SMS(threaded view), MMS, Email, IM",Yes,,,Celkon A86,Android 2.3.6 (Gingerbread),,,3.15 MP,,,,,,FM radio,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,Dual SIM (Mini-SIM),,No,,,"Accelerometer, proximity","3.5 inches, 36.5 cm2",,Up to 145 h,Discontinued,Up to 4 h,GSM,Capacitive touchscreen,Proprietary,Yes,Wi-Fi 802.11 b/g/n,-,
2352,GSM 900 / 1800 / 1900 ,No,HSDPA 2100 ,,"Vibration; Downloadable polyphonic, MP3 ringtones","2008, February. Released 2008, February",,,Removable Li-Ion 1000 mAh battery,,2,,"WAP 2.0/xHTML, HTML, RSS feeds","WAP 2.0/xHTML, HTML, RSS feeds",,32-bit Intel XScale PXA270 416 MHz,,microSD (dedicated slot),,Silver,94.4 x 61 x 16.9 mm (3.72 x 2.40 x 0.67 in),,Class 10,,,Class 10,,No,,,,"64 MB RAM, 128 MB ROM",,,,"SMS, MMS, Email, Instant Messaging",,,,Samsung i640,Microsoft Windows Mobile 6.0 Standard,,About 150 EUR,2 MP,,,,,,No,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",1.18 W/kg (head)     1.12 W/kg (body)     ,,Mini-SIM,,VGA videocall camera,,,,"2.4 inches, 17.8 cm2 (~31.0% screen-to-body ratio)",HSPA 3.6/0.384 Mbps,Up to 250 h,Discontinued,Up to 6 h,GSM / HSPA,"TFT, 65K colors",1.1,Yes,No,148 g (5.22 oz),
2353,GSM 900 / 1800 ,No,,,"Vibration, Polyphonic(64), MP3 ringtones","2010, April. Released 2010, July",,,Removable Li-Ion 750 mAh battery,,2,,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,"microSD, up to 2 GB (dedicated slot)",,Black,96 x 46.5 x 16.7 mm (3.78 x 1.83 x 0.66 in),,No,,,Class 10,,No,,,,,,,,"SMS, MMS",,,,Motorola WX265,,,About 70 EUR,,,,,,,"FM radio, RDS",128 x 160 pixels (~116 ppi density),0.88 W/kg (head)     0.36 W/kg (body)     ,,Mini-SIM,,,,,,"1.77 inches, 9.9 cm2 (~22.1% screen-to-body ratio)",,Up to 580 h,Discontinued,Up to 8 h,GSM,"TFT, 65K colors",miniUSB,,No,83 g (2.93 oz),
2354,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 900 / 2100 ,,"Vibration; MP3, WAV ringtones","2011, August. Released 2011, October",,"
Noise -87.0dB / Crosstalk -76.9dB",Removable Li-Ion 1200 mAh battery,,"3.0, A2DP",,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,830 MHz ARMv6,,"microSD, up to 32 GB (dedicated slot)",,"Metallic gray, white / changeable back covers in pearly white, dark black, fruity orange, bubblegum pink and silver platter",104 x 58 x 11.5 mm (4.09 x 2.28 x 0.45 in),"
Contrast ratio: 625:1 (nominal)",Yes,,Geo-tagging,Yes,,"Yes, with A-GPS",,,,"180 MB, 290 MB RAM",,,"
Voice 66dB / Noise 65dB / Ring 66dB

","SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,Samsung Galaxy Y S5360,Android 2.3.5 (Gingerbread),,About 70 EUR,"2 MP, f/2.8",,,,,,"Stereo FM radio, RDS","240 x 320 pixels, 4:3 ratio (~133 ppi density)",0.57 W/kg (head)     0.64 W/kg (body)     ,0.66 W/kg (head)     ,Mini-SIM,,No,,,"Accelerometer, proximity, compass","3.0 inches, 27.9 cm2 (~46.2% screen-to-body ratio)",HSPA 7.2/0.384 Mbps,Up to 850 h (2G) / Up to 540 h (3G),Discontinued,Up to 17 h (2G) / Up to 6 h 20 min (3G),GSM / HSPA,"TFT capacitive touchscreen, 256K colors",microUSB 2.0,320p@15fps,"Wi-Fi 802.11 b/g/n, Hotspot functionality",97.5 g (3.42 oz),
2355,GSM 900 / 1800 / 1900 ,No,,,Vibration; Polyphonic ringtones,"2005, June",,,Removable Li-Ion 1000 mAh battery,,Yes,,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,Intel XScale,,microSD (dedicated slot),,,"93 x 51 x 23 mm, 88 cc (3.66 x 2.01 x 0.91 in)",,No,,,Class 10,,No,,,,10 MB,,,,"SMS, MMS, EMail, Instant Messaging",,,,Motorola E895,"Linux, JUIX UI",,,"1.3 MP, LED flash",,,,,,No,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,Mini-SIM,,No,,,,"2.2 inches, 35 x 45 mm, 15.0 cm2 (~31.6% screen-to-body ratio)",,Up to 250 h,Discontinued,Up to 4 h,GSM,"TFT, 256K colors",Proprietary,Yes,No,127 g (4.48 oz),
2356,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,HSDPA 850 / 900 / 1900 / 2100 ,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 19(800), 20(800), 28(700), 38(2600), 40(2300), 41(2500)","Vibration; MP3, WAV ringtones","2017, June",,"
Noise -93.4dB / Crosstalk -94.4dB",Non-removable Li-Ion 3000 mAh battery,"

Endurance rating 76h

","4.2, A2DP, EDR, LE, aptX",,HTML5,HTML5,"Front glass, aluminum body",Octa-core 2.2 GHz Cortex-A53,"
Photo / Video","microSD, up to 256 GB (dedicated slot)",Qualcomm MSM8953-Pro Snapdragon 626,"Lunar Gray, Fine Gold, Nimbus Blue",156.2 x 76.2 x 6 mm (6.15 x 3.00 x 0.24 in),"
Contrast ratio: Infinite (nominal), 4.459 (sunlight)",Yes,,"Geo-tagging, touch focus, face detection, panorama, Auto-HDR",Yes,,"Yes, with A-GPS, GLONASS",,Adreno 506,,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",,,"
Voice 66dB / Noise 70dB / Ring 85dB

","SMS(threaded view), MMS, Email, Push Email, IM",Yes,,Yes,Motorola Moto Z2 Play,"Android 7.1.1 (Nougat), planned upgrade to Android 8.0 (Oreo)","
Basemark OS II: 1413 / Basemark OS II 2.0: 1213Basemark X: 10455",About 400 EUR,"12 MP (f/1.7, 1.4 Âµm), phase detection and laser autofocus, dual-LED dual-tone flash, check quality",,,,Corning Gorilla Glass 3,,FM radio,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,"5 MP (f/2.2, 1.4 Âµm), dual-LED dual-tone flash, 1080p",,,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","5.5 inches, 83.4 cm2 (~70.1% screen-to-body ratio)","HSPA, LTE",,"Available. Released 2017, June",Up to 30 h (3G),GSM / HSPA / LTE,"Super AMOLED capacitive touchscreen, 16M colors","3.1, Type-C 1.0 reversible connector, magnetic connector, USB On-The-Go","2160p@30fps, 1080p@60fps, 720p@120fps, check quality","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot",145 g (5.11 oz),
2357,CDMA 800 / 1900 ,Yes,CDMA2000 1xEV-DO ,,"Vibration; MP3, WAV ringtones","2011, January. Released 2011, February",,,Removable Li-Ion battery,,"2.1, A2DP",,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,800MHz,,"microSD, up to 16 GB (dedicated slot)",,Black,113.8 x 55.4 x 12.2 mm (4.48 x 2.18 x 0.48 in),,No,,Geo-tagging,No,,"Yes, with A-GPS",,,,124 MB,,,,"SMS, MMS, Email",Yes,,,Samsung I100 Gem,Android 2.1 (Eclair),,About 50 EUR,3.15 MP,,,,Scratch-resistant glass,,No,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",0.47 W/kg (head)     1.02 W/kg (body)     ,,Mini-SIM,,No,,,"Accelerometer, proximity","3.2 inches, 29.1 cm2 (~46.2% screen-to-body ratio)",EV-DO Rev.A 3.1 Mbps,Up to 800 h,Discontinued,Up to 6 h 50 min,CDMA / EVDO,"TFT touchscreen, 256K colors",microUSB 2.0,Yes,No,109.2 g (3.84 oz),
2358,GSM 850 / 900 / 1800 / 1900 ,Yes, HSDPA,,"Vibration; MP3, WAV ringtones",Not officially announced yet,,,Removable Li-Ion battery,,"2.1, A2DP, EDR",,"HTML, Adobe Flash","HTML, Adobe Flash",,1.0 GHz Scorpion,,"microSD, up to 32 GB (dedicated slot), 8 GB included",Qualcomm MSM8255 Snapdragon S2,Black,-,,Yes,,Geo-tagging,Yes,,"Yes, with A-GPS",,Adreno 205,,768 MB RAM,,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,HTC Glacier,Android 2.2 (Froyo),,,"5 MP, autofocus, LED flash",,,,,,FM radio,"480 x 800 pixels, 5:3 ratio (~246 ppi density)",0.68 W/kg (head)     ,,Mini-SIM,,VGA videocall camera,,,"Accelerometer, proximity, compass","3.8 inches, 41.1 cm2",HSPA,,Discontinued,,GSM / HSPA,"TFT capacitive touchscreen, 16M colors",microUSB 2.0,720p@30fps,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",-,
2359,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),No,HSDPA 850 / 900 / 1900 / 2100 ,"LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 20(800), 28(700), 32(1500), 38(2600), 39(1900), 40(2300), 41(2500)","Vibration; MP3, WAV ringtones","2017, November",,"
Noise -93.9dB / Crosstalk -94.0dB",Non-removable Li-Ion 3930 mAh battery,"

Endurance rating 73h

","5.0, A2DP, aptX HD, LE",,HTML5,HTML5,Front/back glass & aluminum frame,Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),"
Photo / Video","microSD, up to 256 GB (uses SIM 2 slot) - dual SIM model only",Qualcomm MSM8998 Snapdragon 835,"Translucent Black, Ceramic Black, Amazing Silver",158.5 x 74.9 x 8.5 mm (6.24 x 2.95 x 0.33 in),"
Contrast ratio: 1626:1 (nominal), 2.556 (sunlight)",Yes,,"Geo-tagging, touch focus, face detection, HDR, panorama",Yes,,"Yes, with A-GPS, GLONASS, BDS",,Adreno 540,,"128 GB, 6 GB RAM or 64 GB, 4 GB RAM",,,"
Voice 91dB / Noise 75dB / Ring 90dB

","SMS(threaded view), MMS, Email, Push Email",Yes,,Yes,HTC U11+,Android 8.0 (Oreo),"
Basemark OS II: 3954 / Basemark OS II 2.0: 3257Basemark X: 38315",About 750 EUR,"12 MP (f/1.7, 1.4 Âµm, Dual Pixel PDAF), phase detection autofocus, OIS, dual-LED dual-tone flash, check quality",,,,Corning Gorilla Glass 5,,No,"1440 x 2880 pixels, 18:9 ratio (~538 ppi density)",,,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"8 MP, f/2.0, 1080p, HDR, panorama",,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","6.0 inches, 92.6 cm2 (~78.0% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat15 800/150 Mbps",,"Available. Released 2017, December",Up to 25 h (3G),GSM / HSPA / LTE,"Super LCD6 capacitive touchscreen, 16M colors","3.1, Type-C 1.0 reversible connector","2160p@30fps, 1080p@30/60/120fps, HDR, 24-bit/192kHz stereo sound rec., check quality","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot",188 g (6.63 oz),
2360,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 850 / 1900 - D572a,,"Vibration; MP3, WAV ringtones","2014, January",,,Removable Li-Ion 2000 mAh battery,,3,,"HTML5, Adobe Flash","HTML5, Adobe Flash",,Quad-core 1.3 GHz Cortex-A7,,"microSD, up to 64 GB",Mediatek MT6582M,White,145 x 70.9 x 8.3 mm (5.71 x 2.79 x 0.33 in),,Class 12,,"Geo-tagging, touch focus, face/smile detection",Class 12,,"Yes, with A-GPS",,Mali-400MP2,,"4 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,BLU Studio 5.0 S II,Android 4.2 (Jelly Bean),,About 120 EUR,"8 MP, autofocus, LED flash",,,,,,Stereo FM radio,"540 x 960 pixels, 16:9 ratio (~220 ppi density)",,,"Dual SIM (Mini-SIM, dual stand-by)",,2 MP,,,"Accelerometer, gyro, proximity","5.0 inches, 68.9 cm2 (~67.0% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,Up to 900 h (2G) / Up to 750 h (3G),"Available. Released 2014, February",Up to 24 h (2G) / Up to 14 h (3G),GSM / HSPA,"IPS LCD capacitive touchscreen, 16M colors",microUSB 2.0,1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",155 g (5.47 oz),
2361,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 900 / 2100 ,,"Vibration; MP3, WAV ringtones","2012, August. Released 2012, September",,,Removable Li-Ion 1800 mAh battery,,"4.0, A2DP",,HTML,HTML,,Dual-core 1.0 GHz Cortex-A9,,"microSD, up to 32 GB (dedicated slot)",Mediatek MT6577,"Ardesia, White, Dark Red, Orange",129.8 x 68 x 11 mm (5.11 x 2.68 x 0.43 in),,Yes,,"Geo-tagging, touch focus, face detection",Yes,,"Yes, with A-GPS",,PowerVR SGX531u,,"4 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, IM",Yes,,,alcatel OT-997,Android 4.0 (Ice Cream Sandwich),,About 250 EUR,"8 MP, autofocus, LED flash",,,,Oleophobic coating,,"Stereo FM radio, RDS","480 x 800 pixels, 5:3 ratio (~217 ppi density)",0.50 W/kg (head)     0.74 W/kg (body)     ,0.50 W/kg (head)     0.74 W/kg (body)     ,Mini-SIM,,VGA,,,"Accelerometer, proximity, compass","4.3 inches, 52.6 cm2 (~59.6% screen-to-body ratio)",HSPA 7.2/5.76 Mbps,Up to 400 h (2G) / Up to 350 h (3G),Discontinued,Up to 16 h (2G) / Up to 8 h 30 min (3G),GSM / HSPA,"TFT capacitive touchscreen, 16M colors",microUSB 2.0,720p@30fps,"Wi-Fi 802.11 b/g/n, hotspot",143 g (5.04 oz),
2362,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 900 / 2100 ,,"Vibration, MP3 ringtones","2010, August. Released 2010, October",,"
Noise -67.8dB / Crosstalk -65.3dB",Removable Li-Ion 1200 mAh battery,,"3.0, A2DP",,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,,"
Photo","microSD, up to 16 GB (dedicated slot)",,"Black, White/La Fleur edition",109.5 x 53.9 x 11.8 mm (4.31 x 2.12 x 0.46 in),,Class 12,,"Smile detection, geo-tagging",Class 12,,"Yes, with A-GPS",,,,90 MB,,,"
Voice 69dB / Noise 66dB / Ring 74dB

","SMS, MMS, Email, Push Email, IM, RSS",Yes,,,Samsung S7230E Wave 723,bada OS,,About 130 EUR,"5 MP, autofocus, LED flash, check quality",,,,,,"Stereo FM radio, RDS, recording","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,0.96 W/kg (head)     ,Mini-SIM,,No,,,Accelerometer,"3.2 inches, 29.1 cm2 (~49.4% screen-to-body ratio)",HSPA 3.6/0.384 Mbps,Up to 700 h (2G) / Up to 600 h (3G),Discontinued,Up to 14 h 20 min (2G) / Up to 6 h 45 min (3G),GSM / HSPA,"TFT capacitive touchscreen,  256K colors",microUSB 2.0,320p@15fps,"Wi-Fi 802.11 b/g/n, hotspot",113.8 g / 99.5 g (3.99 oz),
2363,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,HSDPA 2100 ,,"Vibration; MP3, WAV ringtones","2014, April",,,Removable Li-Ion 2500 mAh battery,,3,,HTML,HTML,,Dual-core 1.3 GHz Cortex-A7,,"microSD, up to 32 GB",Mediatek MT6572,"Blazing Blue, Pristine White",166.4 x 84.5 x 9.8 mm (6.55 x 3.33 x 0.39 in),,Yes,,Geo-tagging,Yes,,"Yes, with A-GPS",,Mali-400,,"8 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,Micromax A102 Canvas Doodle 3,Android 4.2.2 (Jelly Bean),,About 100 EUR,"5 MP, autofocus, LED flash",,,,,,FM radio,"480 x 854 pixels, 16:9 ratio (~163 ppi density)",1.26 W/kg (head)     0.21 W/kg (body)     ,,Dual SIM,,VGA,,,"Accelerometer, proximity","6.0 inches, 99.2 cm2 (~70.6% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,Up to 260 h,"Available. Released 2014, April",Up to 9 h,GSM / HSPA,"Capacitive touchscreen, 16M colors",microUSB 2.0,720p,"Wi-Fi 802.11 b/g/n, hotspot",202 g (7.13 oz),
2364,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 900 / 2100 , LTE 1800 / 2100 / 2300,"Vibration; MP3, WAV ringtones","2015, August",,,Removable Li-Ion 2500 mAh battery,,"4.0, A2DP",,HTML5,HTML5,,Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),,"microSD, up to 32 GB",Qualcomm MSM8929 Snapdragon 415,Black,140.5 x 69.8 x 9.3 mm (5.53 x 2.75 x 0.37 in),,Yes,,Yes,Yes,,"Yes, with A-GPS",,Adreno 405,,"16 GB, 2 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,Micromax Canvas Nitro 4G E455,Android 5.0.2 (Lollipop),,,"13 MP, autofocus, dual-LED flash",,,,Corning Gorilla Glass 3,,FM radio,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,0.45 W/kg (head)     0.48 W/kg (body)     ,Dual SIM,,5 MP,,,"Accelerometer, proximity, compass","5.0 inches, 68.9 cm2 (~70.3% screen-to-body ratio)","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Up to 273 h (3G),"Available. Released 2015, September",Up to 8 h (3G),GSM / HSPA / LTE,"IPS LCD capacitive touchscreen, 16M colors",microUSB 2.0,1080p@30fps,"Wi-Fi 802.11 b/g/n, hotspot",135 g (4.76 oz),
2365,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"Vibration, Polyphonic",2010,,,Removable Li-Ion battery,,2,,Yes,Yes,,,,"microSD, up to 8 GB (dedicated slot)",,Black,105 x 45 x 20 mm (4.13 x 1.77 x 0.79 in),,No,,,Yes,,No,,,,,,,,"SMS, MMS",,,,Celkon C567,,,About 30 EUR,VGA,,,,,,WFM,176 x 220 pixels (~141 ppi density),,,Dual SIM (Mini-SIM),,No,,,Accelerometer,"2.0 inches, 12.6 cm2 (~26.6% screen-to-body ratio)",,,Discontinued,,GSM,TFT,microUSB,Yes,No,80 g (2.82 oz),
2366,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 850 / 1700(AWS) / 1900 / 2100 - UU,"LTE band 2(1900), 4(1700/2100), 5(850), 7(2600), 12(700), 17(700) - UU","Vibration; MP3, WAV ringtones","2017, November",,,Non-removable Li-Po 2000 mAh battery,,"4.0, A2DP",,HTML5,HTML5,,Quad-core 1.1 GHz Cortex-A53,,"microSD, up to 64 GB",Mediatek MT6737,"Black, Gold",144.4 x 73.2 x 10 mm (5.69 x 2.88 x 0.39 in),,Yes,,"Geo-tagging, touch focus, face detection",Yes,,"Yes, with A-GPS",,Mali-T720,,"8 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,BLU C5 LTE,Android 6.0 (Marshmallow),,,"5 MP, LED flash",,,,,,FM radio,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,Dual SIM (Micro-SIM),,"3.15 MP, LED flash",,,Proximity,"5.0 inches, 68.9 cm2 (~65.2% screen-to-body ratio)","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Up to 600 h (2G) / Up to 500 h (3G),"Available. Released 2017, November",Up to 24 h (2G) / Up to 14 h (3G),GSM / HSPA / LTE,"IPS LCD capacitive touchscreen, 16M colors",microUSB 2.0,720p@30fps,"Wi-Fi 802.11 b/g/n, hotspot",176 g (6.21 oz),
2367,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 850 / 900 / 1900 / 2100 ,,"Vibration; MP3, WAV ringtones","2011, January. Released 2011, April",,,Removable Li-Po 1930 mAh battery,,"2.1, A2DP, EDR",,"HTML, Adobe Flash","HTML, Adobe Flash",,Dual-core 1.0 GHz Cortex-A9,,"microSD, up to 32 GB (dedicated slot)",Nvidia Tegra 2 AP20H,Black,117.8 x 63.5 x 11 mm (4.64 x 2.5 x 0.43 in),,Class 12,,Geo-tagging,Class 12,,"Yes, with A-GPS",,ULP GeForce,,"16 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, IM, Push Email",Yes,,,Motorola ATRIX,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",,About 170 EUR,"5 MP, autofocus, LED flash",,,,Corning Gorilla Glass,,No,"540 x 960 pixels, 16:9 ratio (~275 ppi density)",,,Mini-SIM,,VGA,,,"Fingerprint (rear-mounted), accelerometer, proximity, compass","4.0 inches, 44.1 cm2 (~59.0% screen-to-body ratio)",HSPA 14.4/2 Mbps,Up to 400 h (2G) / Up to 350 h (3G),Discontinued,Up to 8 h 50 min (2G) / Up to 9 h (3G),GSM / HSPA,"TFT capacitive touchscreen, 16M colors",microUSB 2.0,"720p@30fps, 1080p (via SW update)","Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot",135 g (4.76 oz),
2368,GSM 900 / 1800 ,Yes,,,Vibration; MP3 ringtones,"2011, October. Released 2011, December",,,Removable Li-Ion 860 mAh battery (BL-4C),,"2.1, A2DP, EDR",,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,"microSD, up to 32 GB (dedicated slot)",,"Dynamic Gray, Peacock Blue, Pink","99.4 x 47.8 x 16.3 mm, 59.5 cc (3.91 x 1.88 x 0.64 in)",,Class 12,,,Class 12,,No,,,,64 MB,,,,"SMS(threaded view), MMS, Email, IM",,,,Nokia C2-05,,,About 60 EUR,VGA,,,,,,"FM radio, recording","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,0.60 W/kg (head)     ,Mini-SIM,,No,,,,"2.0 inches, 12.4 cm2 (~26.1% screen-to-body ratio)",,Up to 600 h,Discontinued,Up to 5 h,GSM,"TFT, 65K colors",microUSB 2.0,Yes,No,98.5 g (3.46 oz),
2369,CDMA 800 / 1900 ,Yes,CDMA2000 1xEV-DO ,,"Vibration; MP3, WAV ringtones","2010, March. Released 2010, June",,,Removable Li-Ion 1500 mAh battery,,"2.1, A2DP",,"HTML, Adobe Flash","HTML, Adobe Flash",,1.0 GHz Scorpion,,"microSD, up to 32 GB (dedicated slot), 8 GB included",Qualcomm QSD8650 Snapdragon S1,"Black, White",122 x 66 x 13 mm (4.80 x 2.60 x 0.51 in),,No,,Geo-tagging,No,,"Yes, with A-GPS",,Adreno 200,,"1 GB, 512 MB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,HTC Evo 4G,"Android 2.1 (Eclair), upgradable to 2.3 (Gingerbread)",,About 90 EUR,"8 MP, autofocus, dual-LED flash",,,,Corning Gorilla Glass,,"Stereo FM radio, RDS","480 x 800 pixels, 5:3 ratio (~217 ppi density)",1.03 W/kg (head)     0.96 W/kg (body)     ,,Mini-SIM,,1.3 MP,,,"Accelerometer, proximity, compass","4.3 inches, 52.6 cm2 (~65.4% screen-to-body ratio)",EV-DO Rev.A 3.1 Mbps,Up to 146 h,Discontinued,Up to 5 h 12 min,CDMA / EVDO,"TFT capacitive touchscreen, 65K colors",microUSB 2.0,720p,"Wi-Fi 802.11 b/g, WiMAX 802.16 e (Wi-Fi router)",170 g (6.00 oz),
